order_item_id,order_id,product_id,quantity,discount_percentage,sales_amount,total_cost,profit
OI0019218,O009542,P0134,5,5,77788.09,61122.45,16665.64
OI0019219,O009544,P0050,1,5,5144.7,3040.54,2104.16
OI0019220,O009544,P0054,4,5,292777.0,190687.4,102089.6
OI0019221,O009544,P0025,4,25,40109.73,37761.44,2348.29
OI0019222,O009545,P0086,2,10,44649.4,35880.58,8768.82
OI0019223,O009546,P0213,4,0,44516.44,26383.04,18133.4
OI0019224,O009548,P0234,5,5,80348.96,66636.85,13712.11
OI0019225,O009548,P0061,5,20,242170.0,210841.45,31328.55
OI0019226,O009549,P0159,1,5,5416.22,3477.35,1938.87
OI0019227,O009550,P0077,2,10,20138.62,17744.58,2394.04
OI0019228,O009551,P0094,5,20,49042.2,48410.8,631.4
OI0019229,O009552,P0002,5,0,39303.6,27391.25,11912.35
OI0019230,O009552,P0069,5,0,24981.8,19001.4,5980.4
OI0019231,O009552,P0104,2,15,1463.41,965.88,497.53
OI0019232,O009552,P0033,4,5,12899.1,10334.56,2564.54
OI0019233,O009553,P0012,1,25,45620.62,48276.65,-2656.03
OI0019234,O009553,P0030,4,10,45730.66,31246.2,14484.46
OI0019235,O009554,P0072,4,5,49463.27,39076.72,10386.55
OI0019236,O009554,P0022,1,10,66525.96,43444.26,23081.7
OI0019237,O009554,P0099,2,5,12276.03,9900.24,2375.79
OI0019238,O009554,P0224,4,10,274170.1,224776.8,49393.3
OI0019239,O009556,P0207,1,25,3555.27,3370.86,184.41
OI0019240,O009556,P0019,4,30,15537.5,17191.52,-1654.02
OI0019241,O009557,P0185,1,5,1300.44,881.05,419.39
OI0019242,O009557,P0246,1,20,46212.92,49301.08,-3088.16
OI0019243,O009558,P0131,5,5,18601.9,12855.4,5746.5
OI0019244,O009559,P0208,1,5,12541.99,7808.45,4733.54
OI0019245,O009559,P0062,4,10,5373.29,3758.8,1614.49
OI0019246,O009559,P0089,4,0,10731.32,6018.84,4712.48
OI0019247,O009560,P0241,4,5,4811.86,3286.4,1525.46
OI0019248,O009560,P0138,2,15,35171.37,30597.08,4574.29
OI0019249,O009560,P0074,4,5,91228.96,60702.24,30526.72
OI0019250,O009561,P0218,3,20,130356.38,93726.6,36629.78
OI0019251,O009561,P0012,5,10,273723.75,241383.25,32340.5
OI0019252,O009561,P0056,1,10,32225.28,23407.52,8817.76
OI0019253,O009562,P0050,3,5,15434.09,9121.62,6312.47
OI0019254,O009562,P0042,3,10,14006.93,8989.08,5017.85
OI0019255,O009563,P0171,5,5,172676.51,127153.75,45522.76
OI0019256,O009563,P0080,4,10,19564.49,16392.2,3172.29
OI0019257,O009563,P0195,1,5,5444.04,3666.97,1777.07
OI0019258,O009563,P0140,2,15,5164.11,4544.28,619.83
OI0019259,O009565,P0078,3,10,11415.33,9550.41,1864.92
OI0019260,O009565,P0072,5,0,65083.25,48845.9,16237.35
OI0019261,O009566,P0183,4,15,8895.83,7599.72,1296.11
OI0019262,O009566,P0242,2,25,21257.85,21521.56,-263.71
OI0019263,O009567,P0008,3,25,46881.81,48357.93,-1476.12
OI0019264,O009567,P0038,1,15,38572.17,33794.04,4778.13
OI0019265,O009567,P0246,4,10,207958.18,176075.28,31882.9
OI0019266,O009568,P0130,2,20,965.34,797.76,167.58
OI0019267,O009568,P0084,5,25,10922.51,8247.8,2674.71
OI0019268,O009568,P0151,4,10,29802.85,22172.08,7630.77
OI0019269,O009568,P0238,4,15,256521.84,234308.52,22213.32
OI0019270,O009570,P0066,5,0,29596.0,22064.0,7532.0
OI0019271,O009571,P0150,1,0,42204.74,25025.57,17179.17
OI0019272,O009571,P0101,5,10,21151.85,17526.25,3625.6
OI0019273,O009571,P0143,3,0,88023.0,53374.74,34648.26
OI0019274,O009571,P0243,1,10,2353.62,1873.32,480.3
OI0019275,O009573,P0173,2,5,23555.5,17852.34,5703.16
OI0019276,O009573,P0039,1,5,4734.1,3599.18,1134.92
OI0019277,O009573,P0093,1,5,61686.01,45331.6,16354.41
OI0019278,O009574,P0133,1,25,3037.09,2590.73,446.36
OI0019279,O009574,P0145,4,20,15664.96,15242.76,422.2
OI0019280,O009574,P0035,3,15,4748.05,3530.1,1217.95
OI0019281,O009575,P0073,4,0,71710.6,44335.32,27375.28
OI0019282,O009576,P0156,4,15,15894.05,14402.8,1491.25
OI0019283,O009577,P0230,4,15,13684.12,10067.28,3616.84
OI0019284,O009578,P0214,1,0,1500.91,1181.4,319.51
OI0019285,O009578,P0226,2,0,4544.02,3219.18,1324.84
OI0019286,O009578,P0108,2,10,3330.58,2938.78,391.8
OI0019287,O009578,P0080,2,5,10325.7,8196.1,2129.6
OI0019288,O009580,P0206,2,10,67058.03,53666.28,13391.75
OI0019289,O009580,P0213,2,5,21145.31,13191.52,7953.79
OI0019290,O009580,P0115,5,5,50076.21,32820.7,17255.51
OI0019291,O009581,P0030,4,5,48271.25,31246.2,17025.05
OI0019292,O009581,P0087,3,0,13316.67,7330.68,5985.99
OI0019293,O009582,P0136,1,0,20536.67,14804.57,5732.1
OI0019294,O009582,P0101,5,5,22326.95,17526.25,4800.7
OI0019295,O009582,P0141,3,0,4958.16,3284.76,1673.4
OI0019296,O009583,P0034,4,10,71250.84,57690.52,13560.32
OI0019297,O009583,P0179,2,0,5547.34,4424.74,1122.6
OI0019298,O009583,P0028,4,20,8499.26,6672.6,1826.66
OI0019299,O009585,P0211,1,20,48220.25,47165.68,1054.57
OI0019300,O009585,P0155,3,10,12337.51,10552.83,1784.68
OI0019301,O009585,P0113,2,15,8034.06,7123.5,910.56
OI0019302,O009585,P0126,1,5,4875.17,3736.55,1138.62
OI0019303,O009586,P0128,3,15,94320.14,75636.72,18683.42
OI0019304,O009586,P0138,3,20,49653.7,45895.62,3758.08
OI0019305,O009586,P0166,1,20,30765.48,26695.19,4070.29
OI0019306,O009586,P0157,4,15,27194.08,22499.32,4694.76
OI0019307,O009587,P0057,1,0,3574.4,2054.68,1519.72
OI0019308,O009588,P0058,1,0,19392.97,11413.87,7979.1
OI0019309,O009588,P0209,5,15,102926.24,86533.3,16392.94
OI0019310,O009588,P0063,2,15,10894.72,7798.5,3096.22
OI0019311,O009588,P0153,1,0,14117.74,9838.27,4279.47
OI0019312,O009590,P0063,3,25,14419.49,11697.75,2721.74
OI0019313,O009591,P0226,4,0,9088.04,6438.36,2649.68
OI0019314,O009591,P0074,5,20,96030.48,75877.8,20152.68
OI0019315,O009591,P0047,2,5,8590.62,6739.9,1850.72
OI0019316,O009591,P0034,3,10,53438.13,43267.89,10170.24
OI0019317,O009592,P0059,3,15,3819.95,3273.15,546.8
OI0019318,O009592,P0151,1,5,7864.64,5543.02,2321.62
OI0019319,O009592,P0135,5,5,21399.18,13517.0,7882.18
OI0019320,O009593,P0079,1,0,36399.35,22035.45,14363.9
OI0019321,O009593,P0069,2,20,7994.18,7600.56,393.62
OI0019322,O009593,P0136,4,0,82146.68,59218.28,22928.4
OI0019323,O009593,P0129,5,5,21871.23,17511.0,4360.23
OI0019324,O009594,P0195,1,10,5157.51,3666.97,1490.54
OI0019325,O009594,P0082,5,20,61863.4,42669.05,19194.35
OI0019326,O009596,P0036,1,5,1240.74,857.31,383.43
OI0019327,O009596,P0070,2,25,1462.2,1332.6,129.6
OI0019328,O009596,P0187,5,20,7110.84,5506.75,1604.09
OI0019329,O009597,P0066,2,25,8878.8,8825.6,53.2
OI0019330,O009598,P0200,1,0,5538.73,3052.09,2486.64
OI0019331,O009600,P0105,2,15,40843.76,35490.5,5353.26
OI0019332,O009601,P0235,5,25,239812.24,202465.55,37346.69
OI0019333,O009601,P0188,4,5,91746.17,53688.24,38057.93
OI0019334,O009601,P0168,3,0,34716.12,24972.9,9743.22
OI0019335,O009601,P0152,4,5,13232.82,9166.16,4066.66
OI0019336,O009602,P0029,2,15,5898.37,4265.38,1632.99
OI0019337,O009602,P0065,3,10,7972.83,6746.52,1226.31
OI0019338,O009602,P0006,1,15,2725.97,2400.04,325.93
OI0019339,O009602,P0214,4,15,5103.09,4725.6,377.49
OI0019340,O009603,P0087,2,0,8877.78,4887.12,3990.66
OI0019341,O009604,P0215,4,25,1449.33,1151.12,298.21
OI0019342,O009604,P0076,4,0,6706.64,5158.6,1548.04
OI0019343,O009604,P0138,1,0,20689.04,15298.54,5390.5
OI0019344,O009604,P0204,5,20,64666.04,51898.15,12767.89
OI0019345,O009605,P0095,4,0,78292.56,55187.76,23104.8
OI0019346,O009605,P0120,4,20,3685.47,3550.4,135.07
OI0019347,O009607,P0161,1,0,3540.53,2828.28,712.25
OI0019348,O009607,P0067,4,0,49133.32,38829.0,10304.32
OI0019349,O009608,P0075,4,15,1780.04,1156.8,623.24
OI0019350,O009608,P0091,1,5,4695.09,3941.73,753.36
OI0019351,O009610,P0015,2,5,10970.96,8716.6,2254.36
OI0019352,O009611,P0173,4,5,47110.99,35704.68,11406.31
OI0019353,O009611,P0154,2,10,26767.31,19671.98,7095.33
OI0019354,O009613,P0173,3,0,37192.89,26778.51,10414.38
OI0019355,O009613,P0051,4,10,47002.79,37957.48,9045.31
OI0019356,O009614,P0191,1,5,72544.28,42994.07,29550.21
OI0019357,O009614,P0229,3,10,29222.53,24919.17,4303.36
OI0019358,O009615,P0094,4,5,46590.09,38728.64,7861.45
OI0019359,O009615,P0114,4,0,49912.88,27536.0,22376.88
OI0019360,O009615,P0140,4,0,12150.84,9088.56,3062.28
OI0019361,O009615,P0070,1,0,974.8,666.3,308.5
OI0019362,O009617,P0013,2,5,5006.63,3118.66,1887.97
OI0019363,O009617,P0028,2,5,5046.44,3336.3,1710.14
OI0019364,O009617,P0059,2,20,2396.83,2182.1,214.73
OI0019365,O009618,P0137,4,20,11159.01,8582.44,2576.57
OI0019366,O009618,P0095,2,0,39146.28,27593.88,11552.4
OI0019367,O009618,P0014,3,5,6004.04,4173.63,1830.41
OI0019368,O009618,P0064,3,10,8792.63,7236.78,1555.85
OI0019369,O009619,P0011,4,5,50435.04,38084.92,12350.12
OI0019370,O009619,P0132,3,0,23143.11,14308.35,8834.76
OI0019371,O009620,P0051,3,5,37210.54,28468.11,8742.43
OI0019372,O009620,P0164,4,5,20917.37,12318.0,8599.37
OI0019373,O009621,P0194,3,0,5607.99,3484.47,2123.52
OI0019374,O009622,P0108,5,5,8789.02,7346.95,1442.07
OI0019375,O009622,P0230,5,5,19117.51,12584.1,6533.41
OI0019376,O009622,P0203,1,0,16746.91,11037.46,5709.45
OI0019377,O009622,P0053,2,20,4327.07,3989.78,337.29
OI0019378,O009623,P0200,5,5,26308.97,15260.45,11048.52
OI0019379,O009623,P0014,1,0,2106.68,1391.21,715.47
OI0019380,O009623,P0071,2,20,6041.66,4417.3,1624.36
OI0019381,O009623,P0191,3,25,171815.4,128982.21,42833.19
OI0019382,O009624,P0098,1,0,1308.95,737.01,571.94
OI0019383,O009624,P0019,5,15,23583.72,21489.4,2094.32
OI0019384,O009624,P0222,5,10,46993.55,36691.65,10301.9
OI0019385,O009624,P0211,3,5,171784.63,141497.04,30287.59
OI0019386,O009625,P0169,2,10,19546.16,16791.72,2754.44
OI0019387,O009625,P0173,4,15,42151.94,35704.68,6447.26
OI0019388,O009625,P0082,5,10,69596.32,42669.05,26927.27
OI0019389,O009625,P0007,5,0,9692.95,5375.05,4317.9
OI0019390,O009627,P0020,1,0,19437.68,14177.97,5259.71
OI0019391,O009628,P0147,3,15,182930.34,123383.37,59546.97
OI0019392,O009630,P0044,5,20,79788.52,58398.7,21389.82
OI0019393,O009630,P0139,2,10,6822.77,5589.24,1233.53
OI0019394,O009630,P0086,1,5,23564.96,17940.29,5624.67
OI0019395,O009631,P0003,4,10,43692.88,37420.2,6272.68
OI0019396,O009632,P0130,4,25,1810.02,1595.52,214.5
OI0019397,O009633,P0151,1,10,7450.71,5543.02,1907.69
OI0019398,O009633,P0214,4,0,6003.64,4725.6,1278.04
OI0019399,O009633,P0142,4,0,280357.56,175614.0,104743.56
OI0019400,O009633,P0238,4,10,271611.36,209204.04,62407.32
OI0019401,O009634,P0114,5,0,62391.1,34420.0,27971.1
OI0019402,O009634,P0043,1,10,842.27,601.63,240.64
OI0019403,O009635,P0108,2,0,3700.64,2938.78,761.86
OI0019404,O009636,P0233,1,0,14078.47,11012.77,3065.7
OI0019405,O009636,P0161,2,5,6727.01,5656.56,1070.45
OI0019406,O009636,P0027,3,10,156416.72,133817.79,22598.93
OI0019407,O009636,P0110,1,5,2827.55,2353.61,473.94
OI0019408,O009637,P0179,4,20,8875.74,8849.48,26.26
OI0019409,O009637,P0120,1,15,978.95,887.6,91.35
OI0019410,O009639,P0215,1,10,434.8,287.78,147.02
OI0019411,O009640,P0044,3,0,59841.39,35039.22,24802.17
OI0019412,O009640,P0091,1,0,4942.2,3941.73,1000.47
OI0019413,O009641,P0249,5,0,55189.7,34250.25,20939.45
OI0019414,O009641,P0013,5,20,10540.28,7796.65,2743.63
OI0019415,O009642,P0239,4,0,3362.48,1901.4,1461.08
OI0019416,O009642,P0074,4,15,81625.91,60702.24,20923.67
OI0019417,O009643,P0065,1,15,2509.97,2248.84,261.13
OI0019418,O009643,P0003,1,15,10316.37,9355.05,961.32
OI0019419,O009644,P0208,5,0,66010.45,39042.25,26968.2
OI0019420,O009644,P0044,3,25,44881.04,35039.22,9841.82
OI0019421,O009644,P0093,2,5,123372.02,90663.2,32708.82
OI0019422,O009645,P0227,2,5,29418.95,20130.04,9288.91
OI0019423,O009645,P0222,1,5,9920.86,7338.33,2582.53
OI0019424,O009646,P0188,5,0,120718.65,67110.3,53608.35
OI0019425,O009646,P0248,5,10,10600.92,8474.55,2126.37
OI0019426,O009647,P0204,3,0,48499.53,31138.89,17360.64
OI0019427,O009647,P0105,3,25,54057.92,53235.75,822.17
OI0019428,O009647,P0005,3,0,11389.26,8163.42,3225.84
OI0019429,O009649,P0128,4,20,118362.53,90043.72,28318.81
OI0019430,O009649,P0213,1,0,11129.11,6595.76,4533.35
OI0019431,O009649,P0196,2,20,5246.58,4811.98,434.6
OI0019432,O009650,P0143,4,20,93891.2,71166.32,22724.88
OI0019433,O009650,P0155,4,10,16450.02,14070.44,2379.58
OI0019434,O009650,P0138,5,0,103445.2,76492.7,26952.5
OI0019435,O009650,P0237,1,5,4044.02,2650.93,1393.09
OI0019436,O009651,P0033,3,15,8655.98,7750.92,905.06
OI0019437,O009652,P0191,5,15,324540.2,240766.79,83773.41
OI0019438,O009652,P0131,4,5,14881.52,10284.32,4597.2
OI0019439,O009653,P0231,4,0,19137.0,12832.16,6304.84
OI0019440,O009653,P0168,4,0,46288.16,33297.2,12990.96
OI0019441,O009653,P0121,5,5,20515.01,13593.65,6921.36
OI0019442,O009653,P0234,4,15,57512.94,53309.48,4203.46
OI0019443,O009654,P0215,2,0,966.22,575.56,390.66
OI0019444,O009654,P0117,5,15,90568.9,65155.4,25413.5
OI0019445,O009654,P0163,5,0,52850.2,38973.55,13876.65
OI0019446,O009656,P0020,2,0,38875.36,28355.94,10519.42
OI0019447,O009656,P0203,4,15,56939.49,44149.84,12789.65
OI0019448,O009658,P0146,4,0,5695.12,3682.52,2012.6
OI0019449,O009658,P0041,4,25,3662.04,3263.32,398.72
OI0019450,O009658,P0209,2,0,48435.88,34613.32,13822.56
OI0019451,O009658,P0227,2,0,30967.32,20130.04,10837.28
OI0019452,O009659,P0078,2,10,7610.22,6366.94,1243.28
OI0019453,O009659,P0097,2,25,54285.88,50696.64,3589.24
OI0019454,O009659,P0231,5,10,21529.12,16040.2,5488.92
OI0019455,O009660,P0106,4,5,9324.1,6878.56,2445.54
OI0019456,O009660,P0145,5,5,23252.67,19053.45,4199.22
OI0019457,O009660,P0027,2,0,115864.24,89211.86,26652.38
OI0019458,O009660,P0154,3,25,33459.14,29507.97,3951.17
OI0019459,O009661,P0195,5,0,28652.85,18334.85,10318.0
OI0019460,O009661,P0179,3,10,7488.91,6637.11,851.8
OI0019461,O009661,P0159,4,10,20524.61,13909.4,6615.21
OI0019462,O009662,P0137,3,5,9938.49,6436.83,3501.66
OI0019463,O009662,P0170,4,5,19382.89,15361.0,4021.89
OI0019464,O009662,P0209,4,10,87184.58,69226.64,17957.94
OI0019465,O009663,P0196,4,5,12460.62,9623.96,2836.66
OI0019466,O009663,P0131,5,0,19580.95,12855.4,6725.55
OI0019467,O009663,P0093,1,10,58439.38,45331.6,13107.78
OI0019468,O009665,P0141,1,5,1570.08,1094.92,475.16
OI0019469,O009666,P0171,4,10,130870.62,101723.0,29147.62
OI0019470,O009667,P0209,2,0,48435.88,34613.32,13822.56
OI0019471,O009668,P0167,2,5,2802.12,1713.82,1088.3
OI0019472,O009668,P0099,3,10,17444.89,14850.36,2594.53
OI0019473,O009668,P0175,1,15,43097.33,40101.23,2996.1
OI0019474,O009669,P0244,3,25,178292.95,154656.03,23636.92
OI0019475,O009669,P0082,5,5,73462.79,42669.05,30793.74
OI0019476,O009669,P0024,2,25,11356.03,10325.64,1030.39
OI0019477,O009671,P0144,4,25,2510.94,2498.68,12.26
OI0019478,O009671,P0026,3,10,31706.91,27135.6,4571.31
OI0019479,O009672,P0012,4,10,218979.0,216279.39,2699.61
OI0019480,O009672,P0084,4,10,10485.61,6598.24,3887.37
OI0019481,O009672,P0036,4,10,4701.74,3429.24,1272.5
OI0019482,O009672,P0099,1,10,5814.96,4950.12,864.84
OI0019483,O009673,P0117,2,0,42620.66,26062.16,16558.5
OI0019484,O009673,P0187,5,0,8888.55,5506.75,3381.8
OI0019485,O009673,P0225,3,15,42699.24,33596.76,9102.48
OI0019486,O009673,P0175,5,5,240838.01,179023.35,61814.66
OI0019487,O009674,P0011,1,10,11945.14,9521.23,2423.91
OI0019488,O009674,P0084,1,5,2767.04,1649.56,1117.48
OI0019489,O009674,P0172,3,0,41030.91,24618.39,16412.52
OI0019490,O009674,P0221,4,20,21526.66,17293.88,4232.78
OI0019491,O009675,P0047,3,10,12207.73,10109.85,2097.88
OI0019492,O009677,P0219,5,15,84569.94,55762.9,28807.04
OI0019493,O009678,P0055,4,0,13737.96,8656.4,5081.56
OI0019494,O009678,P0097,4,0,144762.36,90529.72,54232.64
OI0019495,O009678,P0039,3,10,13454.8,10797.54,2657.26
OI0019496,O009680,P0093,2,5,123372.02,90663.2,32708.82
OI0019497,O009681,P0106,3,0,7361.13,5158.92,2202.21
OI0019498,O009681,P0175,1,10,45632.47,35804.67,9827.8
OI0019499,O009681,P0102,1,0,718.43,397.34,321.09
OI0019500,O009682,P0123,1,15,17045.74,15405.59,1640.15
OI0019501,O009683,P0137,1,20,2789.75,2145.61,644.14
OI0019502,O009683,P0231,4,5,18180.15,12832.16,5347.99
OI0019503,O009683,P0033,2,10,6110.1,5167.28,942.82
OI0019504,O009683,P0173,5,10,55789.33,44630.85,11158.48
OI0019505,O009684,P0102,4,5,2730.03,1589.36,1140.67
OI0019506,O009685,P0119,3,0,111935.97,71908.8,40027.17
OI0019507,O009685,P0178,1,0,6785.5,4102.79,2682.71
OI0019508,O009685,P0179,4,10,9985.21,8849.48,1135.73
OI0019509,O009686,P0091,5,5,23475.45,19708.65,3766.8
OI0019510,O009686,P0140,2,0,6075.42,4544.28,1531.14
OI0019511,O009687,P0202,4,5,56312.47,33657.6,22654.87
OI0019512,O009687,P0132,2,10,13885.87,9538.9,4346.97
OI0019513,O009688,P0006,3,5,9140.01,7200.12,1939.89
OI0019514,O009690,P0018,2,10,8044.18,6599.6,1444.58
OI0019515,O009690,P0217,3,10,6959.28,4787.91,2171.37
OI0019516,O009690,P0133,1,5,3846.98,2590.73,1256.25
OI0019517,O009691,P0070,5,0,4874.0,3331.5,1542.5
OI0019518,O009691,P0139,2,20,6064.69,5589.24,475.45
OI0019519,O009691,P0053,1,0,2704.42,1994.89,709.53
OI0019520,O009692,P0186,4,20,12899.87,9828.36,3071.51
OI0019521,O009692,P0083,5,5,36834.92,22978.0,13856.92
OI0019522,O009692,P0174,1,15,3809.75,2514.45,1295.3
OI0019523,O009692,P0227,3,5,44128.43,30195.06,13933.37
OI0019524,O009693,P0160,3,25,38099.47,28787.25,9312.22
OI0019525,O009693,P0148,2,0,7014.64,4714.92,2299.72
OI0019526,O009695,P0108,2,10,3330.58,2938.78,391.8
OI0019527,O009695,P0232,4,0,18571.56,13277.48,5294.08
OI0019528,O009695,P0164,4,0,22018.28,12318.0,9700.28
OI0019529,O009695,P0138,5,15,87928.42,76492.7,11435.72
OI0019530,O009696,P0241,3,10,3418.96,2464.8,954.16
OI0019531,O009696,P0009,4,5,189919.02,115984.96,73934.06
OI0019532,O009696,P0124,5,5,2806.11,1972.15,833.96
OI0019533,O009696,P0054,5,10,346709.61,238359.25,108350.36
OI0019534,O009697,P0182,5,5,44287.72,32458.65,11829.07
OI0019535,O009698,P0113,4,15,16068.13,14247.0,1821.13
OI0019536,O009698,P0089,2,5,5097.38,3009.42,2087.96
OI0019537,O009701,P0183,5,5,12427.99,9499.65,2928.34
OI0019538,O009702,P0189,4,5,52635.09,43031.0,9604.09
OI0019539,O009702,P0020,3,0,58313.04,42533.91,15779.13
OI0019540,O009703,P0077,3,5,31886.14,26616.87,5269.27
OI0019541,O009703,P0216,4,5,86996.86,52866.52,34130.34
OI0019542,O009704,P0163,1,25,7927.53,7794.71,132.82
OI0019543,O009706,P0023,1,0,71033.95,51513.65,19520.3
OI0019544,O009706,P0105,3,5,68473.36,53235.75,15237.61
OI0019545,O009706,P0039,2,20,7973.22,7198.36,774.86
OI0019546,O009706,P0061,5,15,257305.62,210841.45,46464.17
OI0019547,O009707,P0055,2,0,6868.98,4328.2,2540.78
OI0019548,O009708,P0038,3,5,129330.21,101382.12,27948.09
OI0019549,O009708,P0231,2,0,9568.5,6416.08,3152.42
OI0019550,O009708,P0186,2,5,7659.3,4914.18,2745.12
OI0019551,O009708,P0218,3,5,154798.21,93726.6,61071.61
OI0019552,O009709,P0082,2,10,27838.53,17067.62,10770.91
OI0019553,O009711,P0010,1,0,5650.99,3173.99,2477.0
OI0019554,O009711,P0224,5,5,361752.21,280971.0,80781.21
OI0019555,O009712,P0025,3,15,34093.27,28321.08,5772.19
OI0019556,O009712,P0219,5,5,94519.35,55762.9,38756.45
OI0019557,O009712,P0077,5,10,50346.54,44361.45,5985.09
OI0019558,O009713,P0238,3,10,203708.52,156903.03,46805.49
OI0019559,O009713,P0209,4,5,92028.17,69226.64,22801.53
OI0019560,O009714,P0177,1,10,2196.49,1648.76,547.73
OI0019561,O009715,P0061,4,5,230061.5,168673.16,61388.34
OI0019562,O009715,P0030,1,5,12067.81,7811.55,4256.26
OI0019563,O009715,P0069,5,25,18736.35,19001.4,-265.05
OI0019564,O009715,P0055,2,25,5151.73,4328.2,823.53
OI0019565,O009716,P0208,2,5,25083.97,15616.9,9467.07
OI0019566,O009716,P0076,3,0,5029.98,3868.95,1161.03
OI0019567,O009716,P0104,1,20,688.66,482.94,205.72
OI0019568,O009717,P0127,5,10,40172.44,31670.45,8501.99
OI0019569,O009719,P0015,4,0,23096.76,17433.2,5663.56
OI0019570,O009719,P0118,4,15,10703.24,10145.23,558.01
OI0019571,O009720,P0160,3,0,50799.3,28787.25,22012.05
OI0019572,O009720,P0121,2,15,7342.21,5437.46,1904.75
OI0019573,O009721,P0108,2,15,3145.54,2938.78,206.76
OI0019574,O009721,P0094,5,5,58237.61,48410.8,9826.81
OI0019575,O009721,P0116,1,0,1155.79,717.77,438.02
OI0019576,O009722,P0188,5,10,108646.79,67110.3,41536.49
OI0019577,O009722,P0132,3,5,21985.95,14308.35,7677.6
OI0019578,O009725,P0180,2,0,4567.9,3232.78,1335.12
OI0019579,O009725,P0149,5,0,8162.05,5083.15,3078.9
OI0019580,O009725,P0221,2,25,10090.62,8646.94,1443.68
OI0019581,O009725,P0248,5,15,10011.98,8474.55,1537.43
OI0019582,O009726,P0013,2,15,4479.62,3118.66,1360.96
OI0019583,O009726,P0122,4,10,5544.22,4212.8,1331.42
OI0019584,O009726,P0212,5,5,60323.57,36461.95,23861.62
OI0019585,O009726,P0183,2,10,4709.56,3799.86,909.7
OI0019586,O009727,P0137,1,10,3138.47,2145.61,992.86
OI0019587,O009727,P0163,5,5,50207.69,38973.55,11234.14
OI0019588,O009728,P0016,2,10,8513.42,5782.78,2730.64
OI0019589,O009728,P0115,5,5,50076.21,32820.7,17255.51
OI0019590,O009728,P0144,3,20,2008.75,1874.01,134.74
OI0019591,O009729,P0162,2,15,24547.78,17381.08,7166.7
OI0019592,O009730,P0102,3,20,1724.23,1192.02,532.21
OI0019593,O009730,P0181,2,5,8909.94,6770.68,2139.26
OI0019594,O009730,P0104,4,20,2754.66,1931.76,822.9
OI0019595,O009731,P0184,5,15,23087.23,17036.0,6051.23
OI0019596,O009731,P0064,4,10,11723.51,9649.04,2074.47
OI0019597,O009732,P0016,2,20,7567.49,5782.78,1784.71
OI0019598,O009732,P0018,3,5,12736.62,9899.4,2837.22
OI0019599,O009732,P0013,5,5,12516.58,7796.65,4719.93
OI0019600,O009732,P0249,5,10,49670.73,34250.25,15420.48
OI0019601,O009733,P0178,5,10,30534.75,20513.95,10020.8
OI0019602,O009733,P0109,4,15,14188.98,12080.6,2108.38
OI0019603,O009733,P0192,3,5,10714.49,8546.85,2167.64
OI0019604,O009733,P0244,5,5,376396.22,230142.9,146253.32
OI0019605,O009734,P0220,2,25,4044.54,4263.02,-218.48
OI0019606,O009734,P0206,4,15,126665.17,120212.47,6452.7
OI0019607,O009734,P0250,3,20,4205.78,3931.47,274.31
OI0019608,O009734,P0163,3,5,30124.61,23384.13,6740.48
OI0019609,O009735,P0206,5,20,149017.84,150265.58,-1247.74
OI0019610,O009736,P0237,1,0,4256.86,2650.93,1605.93
OI0019611,O009736,P0141,2,10,2974.9,2189.84,785.06
OI0019612,O009736,P0071,5,5,17936.19,11043.25,6892.94
OI0019613,O009737,P0080,4,10,19564.49,16392.2,3172.29
OI0019614,O009737,P0228,2,5,150041.88,120708.7,29333.18
OI0019615,O009737,P0067,5,5,58345.82,48536.25,9809.57
OI0019616,O009738,P0247,4,5,122576.3,102718.6,19857.7
OI0019617,O009738,P0190,5,20,10392.68,8189.55,2203.13
OI0019618,O009739,P0170,1,10,4590.68,3840.25,750.43
OI0019619,O009739,P0024,3,10,20440.86,15488.46,4952.4
OI0019620,O009740,P0057,5,10,16084.8,10273.4,5811.4
OI0019621,O009740,P0210,2,15,6480.09,5954.68,525.41
OI0019622,O009740,P0053,3,5,7707.6,5984.67,1722.93
OI0019623,O009741,P0214,1,15,1275.77,1181.4,94.37
OI0019624,O009741,P0182,5,5,44287.72,32458.65,11829.07
OI0019625,O009741,P0089,2,5,5097.38,3009.42,2087.96
OI0019626,O009741,P0212,4,20,40639.04,29169.56,11469.48
OI0019627,O009742,P0219,5,0,99494.05,55762.9,43731.15
OI0019628,O009743,P0010,2,10,10171.78,6347.98,3823.8
OI0019629,O009744,P0007,4,0,7754.36,4300.04,3454.32
OI0019630,O009745,P0045,4,10,13053.35,10947.12,2106.23
OI0019631,O009746,P0003,5,0,60684.55,46775.25,13909.3
OI0019632,O009748,P0019,5,0,27745.55,21489.4,6256.15
OI0019633,O009748,P0036,2,10,2350.87,1714.62,636.25
OI0019634,O009749,P0207,3,15,12087.89,10112.58,1975.31
OI0019635,O009749,P0168,3,5,32980.31,24972.9,8007.41
OI0019636,O009749,P0187,2,25,2666.57,2202.7,463.87
OI0019637,O009750,P0201,1,5,22377.15,18670.16,3706.99
OI0019638,O009750,P0159,2,20,9122.05,6954.7,2167.35
OI0019639,O009750,P0100,4,0,9712.8,6381.56,3331.24
OI0019640,O009750,P0073,1,5,17031.27,11083.83,5947.44
OI0019641,O009751,P0066,3,5,16869.72,13238.4,3631.32
OI0019642,O009751,P0086,3,15,63253.31,53820.87,9432.44
