return_id,order_id,product_id,return_reason,return_date
R001550,O008956,P0224,Damaged Product,2024-05-31
R001551,O008962,P0160,Defective Product,2025-09-20
R001552,O008978,P0149,Quality Not as Expected,2024-07-22
R001553,O008984,P0026,Damaged Product,2024-07-08
R001554,O008986,P0194,Quality Not as Expected,2025-06-28
R001555,O008993,P0055,Size/Fit Issue,2024-07-02
R001556,O008996,P0063,Wrong Product Received,2025-04-20
R001557,O008999,P0118,Late Delivery,2025-12-19
R001558,O009010,P0041,Changed Mind,2024-06-09
R001559,O009014,P0211,Defective Product,2025-04-29
R001560,O009035,P0149,Late Delivery,2026-01-10
R001561,O009035,P0087,Defective Product,2026-01-23
R001562,O009042,P0124,Quality Not as Expected,2025-12-02
R001563,O009043,P0033,Wrong Product Received,2025-12-25
R001564,O009044,P0090,Size/Fit Issue,2024-12-24
R001565,O009048,P0082,Size/Fit Issue,2024-02-02
R001566,O009054,P0132,Late Delivery,2024-07-10
R001567,O009079,P0190,Size/Fit Issue,2025-02-13
R001568,O009084,P0170,Size/Fit Issue,2024-09-11
R001569,O009089,P0098,Wrong Product Received,2025-09-23
R001570,O009093,P0178,Defective Product,2024-08-14
R001571,O009093,P0216,Late Delivery,2024-08-11
R001572,O009106,P0066,Damaged Product,2024-10-29
R001573,O009107,P0141,Damaged Product,2024-09-24
R001574,O009124,P0006,Quality Not as Expected,2024-08-05
R001575,O009127,P0201,Wrong Product Received,2025-12-12
R001576,O009130,P0140,Late Delivery,2024-04-28
R001577,O009133,P0246,Damaged Product,2024-05-31
R001578,O009134,P0145,Quality Not as Expected,2025-03-28
R001579,O009145,P0047,Late Delivery,2025-04-30
R001580,O009147,P0118,Defective Product,2024-06-18
R001581,O009156,P0041,Size/Fit Issue,2024-05-31
R001582,O009168,P0065,Quality Not as Expected,2024-11-04
R001583,O009184,P0245,Late Delivery,2025-05-27
R001584,O009206,P0210,Defective Product,2024-05-26
R001585,O009210,P0113,Size/Fit Issue,2024-10-05
R001586,O009219,P0083,Wrong Product Received,2024-11-21
R001587,O009227,P0137,Quality Not as Expected,2025-10-15
R001588,O009228,P0180,Size/Fit Issue,2025-05-21
R001589,O009240,P0052,Late Delivery,2024-10-24
R001590,O009241,P0081,Wrong Product Received,2025-05-03
R001591,O009246,P0186,Size/Fit Issue,2025-02-06
R001592,O009251,P0249,Late Delivery,2024-06-04
R001593,O009261,P0248,Size/Fit Issue,2025-08-28
R001594,O009274,P0196,Size/Fit Issue,2025-06-15
R001595,O009284,P0065,Size/Fit Issue,2025-12-03
R001596,O009317,P0097,Defective Product,2024-09-28
R001597,O009317,P0041,Size/Fit Issue,2024-10-04
R001598,O009320,P0060,Quality Not as Expected,2025-02-01
R001599,O009335,P0163,Late Delivery,2025-03-23
R001600,O009344,P0029,Damaged Product,2024-10-19
R001601,O009345,P0056,Wrong Product Received,2024-10-12
R001602,O009349,P0152,Changed Mind,2024-10-01
R001603,O009354,P0038,Damaged Product,2025-03-20
R001604,O009355,P0200,Quality Not as Expected,2024-12-30
R001605,O009362,P0152,Wrong Product Received,2025-02-18
R001606,O009378,P0185,Quality Not as Expected,2025-03-29
R001607,O009387,P0200,Size/Fit Issue,2025-03-25
R001608,O009392,P0217,Size/Fit Issue,2024-06-08
R001609,O009396,P0248,Quality Not as Expected,2025-03-01
R001610,O009402,P0181,Quality Not as Expected,2025-09-24
R001611,O009404,P0136,Wrong Product Received,2024-06-08
R001612,O009405,P0101,Defective Product,2025-08-08
R001613,O009407,P0226,Wrong Product Received,2024-10-30
R001614,O009408,P0055,Wrong Product Received,2025-03-05
R001615,O009413,P0184,Size/Fit Issue,2025-11-19
R001616,O009415,P0088,Defective Product,2025-02-17
R001617,O009416,P0094,Quality Not as Expected,2024-03-07
R001618,O009421,P0018,Quality Not as Expected,2024-07-16
R001619,O009424,P0250,Wrong Product Received,2024-05-25
R001620,O009441,P0040,Wrong Product Received,2025-05-12
R001621,O009443,P0124,Defective Product,2025-11-24
R001622,O009446,P0211,Defective Product,2024-02-10
R001623,O009457,P0082,Damaged Product,2024-05-07
R001624,O009463,P0146,Quality Not as Expected,2024-07-30
R001625,O009464,P0177,Defective Product,2025-07-19
R001626,O009465,P0127,Late Delivery,2025-03-15
R001627,O009466,P0152,Late Delivery,2025-06-28
R001628,O009476,P0026,Wrong Product Received,2024-11-30
R001629,O009476,P0093,Damaged Product,2024-11-25
R001630,O009480,P0038,Defective Product,2025-10-10
R001631,O009497,P0002,Quality Not as Expected,2024-07-01
R001632,O009504,P0197,Wrong Product Received,2025-08-17
R001633,O009507,P0195,Size/Fit Issue,2024-05-18
R001634,O009510,P0137,Size/Fit Issue,2024-05-20
R001635,O009513,P0248,Size/Fit Issue,2025-09-05
R001636,O009516,P0192,Size/Fit Issue,2025-05-19
R001637,O009521,P0213,Changed Mind,2024-04-07
R001638,O009536,P0233,Damaged Product,2024-05-03
R001639,O009541,P0154,Size/Fit Issue,2025-08-04
R001640,O009552,P0104,Late Delivery,2025-01-17
R001641,O009559,P0089,Wrong Product Received,2025-11-11
R001642,O009560,P0241,Size/Fit Issue,2025-09-15
R001643,O009570,P0066,Quality Not as Expected,2025-04-26
R001644,O009583,P0034,Quality Not as Expected,2025-06-02
R001645,O009585,P0155,Changed Mind,2025-11-30
R001646,O009586,P0138,Quality Not as Expected,2025-09-05
R001647,O009593,P0069,Late Delivery,2024-07-28
R001648,O009601,P0152,Damaged Product,2024-10-21
R001649,O009605,P0095,Size/Fit Issue,2025-07-11
R001650,O009608,P0091,Damaged Product,2024-08-02
R001651,O009610,P0015,Wrong Product Received,2025-02-17
R001652,O009618,P0095,Defective Product,2025-10-15
R001653,O009620,P0051,Size/Fit Issue,2025-02-12
R001654,O009624,P0222,Damaged Product,2025-03-29
R001655,O009636,P0233,Damaged Product,2025-10-26
R001656,O009642,P0074,Quality Not as Expected,2024-04-30
R001657,O009660,P0145,Size/Fit Issue,2024-12-26
R001658,O009660,P0027,Late Delivery,2024-12-11
R001659,O009661,P0179,Damaged Product,2025-11-14
R001660,O009662,P0170,Size/Fit Issue,2025-01-22
R001661,O009663,P0196,Size/Fit Issue,2025-04-14
R001662,O009663,P0131,Size/Fit Issue,2025-04-19
R001663,O009666,P0171,Defective Product,2024-02-18
R001664,O009692,P0174,Size/Fit Issue,2025-12-10
R001665,O009702,P0189,Late Delivery,2025-09-06
R001666,O009712,P0077,Damaged Product,2024-06-24
R001667,O009720,P0121,Damaged Product,2024-12-06
R001668,O009721,P0108,Changed Mind,2025-08-19
R001669,O009730,P0181,Changed Mind,2024-10-07
R001670,O009737,P0067,Late Delivery,2024-07-25
R001671,O009751,P0066,Size/Fit Issue,2024-06-12
R001672,O009757,P0190,Changed Mind,2025-07-08
R001673,O009767,P0137,Late Delivery,2024-06-07
R001674,O009769,P0131,Size/Fit Issue,2024-01-17
R001675,O009772,P0179,Size/Fit Issue,2025-04-14
R001676,O009776,P0200,Size/Fit Issue,2025-07-05
R001677,O009786,P0183,Damaged Product,2025-07-06
R001678,O009787,P0143,Damaged Product,2024-03-10
R001679,O009791,P0006,Late Delivery,2025-07-29
R001680,O009796,P0098,Defective Product,2024-11-30
R001681,O009796,P0041,Size/Fit Issue,2024-11-16
R001682,O009802,P0200,Wrong Product Received,2025-02-27
R001683,O009802,P0147,Damaged Product,2025-02-25
R001684,O009805,P0147,Defective Product,2024-04-25
R001685,O009809,P0195,Quality Not as Expected,2025-10-31
R001686,O009813,P0096,Late Delivery,2025-11-29
R001687,O009814,P0048,Late Delivery,2025-10-11
R001688,O009824,P0190,Changed Mind,2024-08-08
R001689,O009840,P0193,Changed Mind,2025-10-05
R001690,O009842,P0042,Quality Not as Expected,2024-04-30
R001691,O009849,P0152,Wrong Product Received,2025-01-13
R001692,O009850,P0027,Late Delivery,2025-10-25
R001693,O009867,P0141,Size/Fit Issue,2024-11-14
R001694,O009881,P0163,Wrong Product Received,2026-01-03
R001695,O009889,P0085,Quality Not as Expected,2024-09-30
R001696,O009894,P0003,Damaged Product,2025-09-17
R001697,O009909,P0227,Changed Mind,2025-05-04
R001698,O009909,P0039,Quality Not as Expected,2025-05-07
R001699,O009910,P0167,Damaged Product,2024-07-05
R001700,O009913,P0051,Late Delivery,2025-07-24
R001701,O009920,P0144,Quality Not as Expected,2024-08-16
R001702,O009924,P0023,Damaged Product,2025-01-09
R001703,O009924,P0006,Changed Mind,2025-01-12
R001704,O009926,P0096,Late Delivery,2025-01-01
R001705,O009930,P0179,Defective Product,2024-03-06
R001706,O009938,P0069,Changed Mind,2025-12-01
R001707,O009940,P0071,Quality Not as Expected,2025-01-29
R001708,O009955,P0143,Damaged Product,2025-07-28
R001709,O009955,P0169,Size/Fit Issue,2025-07-23
R001710,O009960,P0027,Damaged Product,2025-09-06
R001711,O009961,P0051,Size/Fit Issue,2024-04-19
R001712,O009963,P0040,Quality Not as Expected,2024-07-08
R001713,O009965,P0022,Defective Product,2025-01-03
R001714,O009965,P0248,Size/Fit Issue,2025-01-09
R001715,O009967,P0107,Changed Mind,2025-03-20
R001716,O009967,P0220,Defective Product,2025-02-25
R001717,O009972,P0033,Size/Fit Issue,2024-07-17
R001718,O009985,P0024,Late Delivery,2024-01-23
R001719,O009990,P0006,Size/Fit Issue,2024-10-10
R001720,O009994,P0041,Wrong Product Received,2024-03-02
R001721,O009998,P0155,Size/Fit Issue,2024-12-05
